TIMESTAMP,S1_Arm_Left_w,S1_Arm_Left_x,S1_Arm_Left_y,S1_Arm_Left_z,S2_Arm_Right_w,S2_Arm_Right_x,S2_Arm_Right_y,S2_Arm_Right_z,S3_Leg_Left_w,S3_Leg_Left_x,S3_Leg_Left_y,S3_Leg_Left_z,S4_Leg_Right_w,S4_Leg_Right_x,S4_Leg_Right_y,S4_Leg_Right_z,S5_Head_w,S5_Head_x,S5_Head_y,S5_Head_z
333629371,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.002,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
333679372,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.002,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
333746040,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.001,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
333829375,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.001,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
333896043,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.001,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
333962711,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.001,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
329022160,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.001,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
329088828,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.001,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
329155496,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.001,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
329205497,1.0,-0.0,0.001,-0.0,1.0,-0.0,0.0,-0.0,1.0,0.001,0.001,-0.0,1.0,0.001,-0.0,0.0,1.0,0.002,-0.0,0.0
